"","city","Category","Sales_Dollars","Sales Volume","High School","Bachelor","Unemployment","Income","Population","White Population","Black Population","Indian Population","Asain Population","Hawaiian Population","Other Population","Multi Population"
"1","Ackley","Rum",10236,673,88.8,20,4,30790,1738,1715,0,0,0,0,15,8
"2","Ackley","Whisky",25785,2178,88.8,20,4,30790,1738,1715,0,0,0,0,15,8
"3","Ackley","Misc",2312,122,88.8,20,4,30790,1738,1715,0,0,0,0,15,8
"4","Ackley","Gin",1250,129,88.8,20,4,30790,1738,1715,0,0,0,0,15,8
"5","Ackley","Brandy",595,54,88.8,20,4,30790,1738,1715,0,0,0,0,15,8
"6","Ackley","Schnapps",2045,162,88.8,20,4,30790,1738,1715,0,0,0,0,15,8
"7","Ackley","Tequila",945,48,88.8,20,4,30790,1738,1715,0,0,0,0,15,8
"8","Ackley","Distilled Spirits",123,15,88.8,20,4,30790,1738,1715,0,0,0,0,15,8
"9","Ackley","Vodka",14528,1652,88.8,20,4,30790,1738,1715,0,0,0,0,15,8
"10","Ackley","Amaretto",239,24,88.8,20,4,30790,1738,1715,0,0,0,0,15,8
"11","Adair","Vodka",11760,969,96.6,19,6.8,32639,813,788,4,1,4,0,3,13
"12","Adair","Whisky",19034,1083,96.6,19,6.8,32639,813,788,4,1,4,0,3,13
"13","Adair","Brandy",670,34,96.6,19,6.8,32639,813,788,4,1,4,0,3,13
"14","Adair","Rum",6921,440,96.6,19,6.8,32639,813,788,4,1,4,0,3,13
"15","Adair","Schnapps",956,67,96.6,19,6.8,32639,813,788,4,1,4,0,3,13
"16","Adair","Tequila",1032,34,96.6,19,6.8,32639,813,788,4,1,4,0,3,13
"17","Adair","Gin",521,36,96.6,19,6.8,32639,813,788,4,1,4,0,3,13
"18","Adair","Misc",2196,89,96.6,19,6.8,32639,813,788,4,1,4,0,3,13
"19","Adair","Amaretto",18,3,96.6,19,6.8,32639,813,788,4,1,4,0,3,13
"20","Adel","Misc",23034,1494,93.7,32,3.1,37130,4030,3956,20,0,0,0,0,54
"21","Adel","Vodka",76744,7567,93.7,32,3.1,37130,4030,3956,20,0,0,0,0,54
"22","Adel","Tequila",18351,1367,93.7,32,3.1,37130,4030,3956,20,0,0,0,0,54
"23","Adel","Gin",6622,591,93.7,32,3.1,37130,4030,3956,20,0,0,0,0,54
"24","Adel","Rum",42835,3385,93.7,32,3.1,37130,4030,3956,20,0,0,0,0,54
"25","Adel","Distilled Spirits",1626,69,93.7,32,3.1,37130,4030,3956,20,0,0,0,0,54
"26","Adel","Brandy",3909,288,93.7,32,3.1,37130,4030,3956,20,0,0,0,0,54
"27","Adel","Whisky",126213,8458,93.7,32,3.1,37130,4030,3956,20,0,0,0,0,54
"28","Adel","Amaretto",785,69,93.7,32,3.1,37130,4030,3956,20,0,0,0,0,54
"29","Adel","Schnapps",5992,474,93.7,32,3.1,37130,4030,3956,20,0,0,0,0,54
"30","Afton","Vodka",5602,738,89.4,11.5,5.7,27457,967,953,2,6,2,0,0,4
"31","Afton","Gin",130,15,89.4,11.5,5.7,27457,967,953,2,6,2,0,0,4
"32","Afton","Brandy",473,40,89.4,11.5,5.7,27457,967,953,2,6,2,0,0,4
"33","Afton","Schnapps",735,53,89.4,11.5,5.7,27457,967,953,2,6,2,0,0,4
"34","Afton","Tequila",1107,55,89.4,11.5,5.7,27457,967,953,2,6,2,0,0,4
"35","Afton","Misc",2469,140,89.4,11.5,5.7,27457,967,953,2,6,2,0,0,4
"36","Afton","Amaretto",280,34,89.4,11.5,5.7,27457,967,953,2,6,2,0,0,4
"37","Afton","Whisky",17687,1119,89.4,11.5,5.7,27457,967,953,2,6,2,0,0,4
"38","Afton","Distilled Spirits",150,6,89.4,11.5,5.7,27457,967,953,2,6,2,0,0,4
"39","Afton","Rum",3366,194,89.4,11.5,5.7,27457,967,953,2,6,2,0,0,4
"40","Akron","Brandy",318,28,86.5,14.3,4.6,25769,1485,1477,0,0,0,0,0,8
"41","Akron","Whisky",13447,926,86.5,14.3,4.6,25769,1485,1477,0,0,0,0,0,8
"42","Akron","Amaretto",101,16,86.5,14.3,4.6,25769,1485,1477,0,0,0,0,0,8
"43","Akron","Misc",1768,78,86.5,14.3,4.6,25769,1485,1477,0,0,0,0,0,8
"44","Akron","Schnapps",1471,118,86.5,14.3,4.6,25769,1485,1477,0,0,0,0,0,8
"45","Akron","Rum",5343,356,86.5,14.3,4.6,25769,1485,1477,0,0,0,0,0,8
"46","Akron","Distilled Spirits",38,1,86.5,14.3,4.6,25769,1485,1477,0,0,0,0,0,8
"47","Akron","Tequila",733,37,86.5,14.3,4.6,25769,1485,1477,0,0,0,0,0,8
"48","Akron","Gin",120,9,86.5,14.3,4.6,25769,1485,1477,0,0,0,0,0,8
"49","Akron","Vodka",7731,926,86.5,14.3,4.6,25769,1485,1477,0,0,0,0,0,8
"50","Albert City","Whisky",630,31,90.9,17,4.1,26510,589,549,17,0,2,0,7,14
"51","Albert City","Misc",146,4,90.9,17,4.1,26510,589,549,17,0,2,0,7,14
"52","Albert City","Vodka",391,29,90.9,17,4.1,26510,589,549,17,0,2,0,7,14
"53","Albert City","Rum",289,11,90.9,17,4.1,26510,589,549,17,0,2,0,7,14
"54","Albert City","Tequila",112,7,90.9,17,4.1,26510,589,549,17,0,2,0,7,14
"55","Albert City","Gin",58,2,90.9,17,4.1,26510,589,549,17,0,2,0,7,14
"56","Albert City","Schnapps",84,4,90.9,17,4.1,26510,589,549,17,0,2,0,7,14
"57","Albia","Tequila",11043,724,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41
"58","Albia","Amaretto",1542,176,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41
"59","Albia","Vodka",52790,5097,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41
"60","Albia","Rum",41917,2808,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41
"61","Albia","Brandy",6182,453,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41
"62","Albia","Misc",26994,1641,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41
"63","Albia","Distilled Spirits",1713,84,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41
"64","Albia","Schnapps",14405,1077,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41
"65","Albia","Gin",4293,370,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41
"66","Albia","Whisky",127516,8813,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41
"67","Alburnett","Misc",109,3,95.3,21.6,3.4,32115,633,618,0,0,0,0,0,15
"68","Alburnett","Vodka",169,12,95.3,21.6,3.4,32115,633,618,0,0,0,0,0,15
"69","Alburnett","Rum",80,7,95.3,21.6,3.4,32115,633,618,0,0,0,0,0,15
"70","Alburnett","Brandy",13,2,95.3,21.6,3.4,32115,633,618,0,0,0,0,0,15
"71","Alburnett","Whisky",231,14,95.3,21.6,3.4,32115,633,618,0,0,0,0,0,15
"72","Alburnett","Schnapps",56,2,95.3,21.6,3.4,32115,633,618,0,0,0,0,0,15
"73","Alburnett","Tequila",9,0,95.3,21.6,3.4,32115,633,618,0,0,0,0,0,15
"74","Alden","Whisky",44967,3003,88.5,9.2,5.1,31028,769,725,0,0,0,0,41,3
"75","Alden","Schnapps",2592,206,88.5,9.2,5.1,31028,769,725,0,0,0,0,41,3
"76","Alden","Misc",4662,280,88.5,9.2,5.1,31028,769,725,0,0,0,0,41,3
"77","Alden","Gin",2049,226,88.5,9.2,5.1,31028,769,725,0,0,0,0,41,3
"78","Alden","Amaretto",333,47,88.5,9.2,5.1,31028,769,725,0,0,0,0,41,3
"79","Alden","Tequila",2113,99,88.5,9.2,5.1,31028,769,725,0,0,0,0,41,3
"80","Alden","Distilled Spirits",295,14,88.5,9.2,5.1,31028,769,725,0,0,0,0,41,3
"81","Alden","Rum",19915,1413,88.5,9.2,5.1,31028,769,725,0,0,0,0,41,3
"82","Alden","Brandy",564,54,88.5,9.2,5.1,31028,769,725,0,0,0,0,41,3
"83","Alden","Vodka",16466,1695,88.5,9.2,5.1,31028,769,725,0,0,0,0,41,3
"84","Algona","Distilled Spirits",7122,608,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33
"85","Algona","Tequila",40632,2977,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33
"86","Algona","Schnapps",48546,3812,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33
"87","Algona","Gin",15826,1249,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33
"88","Algona","Amaretto",4269,486,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33
"89","Algona","Misc",87003,5355,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33
"90","Algona","Rum",150326,11255,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33
"91","Algona","Whisky",408881,30645,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33
"92","Algona","Vodka",162468,15423,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33
"93","Algona","Brandy",23793,1961,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33
"94","Allison","Brandy",2385,209,92.6,16.5,2.9,33583,1222,1148,9,0,59,0,0,6
"95","Allison","Gin",263,25,92.6,16.5,2.9,33583,1222,1148,9,0,59,0,0,6
"96","Allison","Misc",3802,220,92.6,16.5,2.9,33583,1222,1148,9,0,59,0,0,6
"97","Allison","Schnapps",3424,313,92.6,16.5,2.9,33583,1222,1148,9,0,59,0,0,6
"98","Allison","Amaretto",53,8,92.6,16.5,2.9,33583,1222,1148,9,0,59,0,0,6
"99","Allison","Whisky",33315,2712,92.6,16.5,2.9,33583,1222,1148,9,0,59,0,0,6
"100","Allison","Tequila",1334,84,92.6,16.5,2.9,33583,1222,1148,9,0,59,0,0,6
"101","Allison","Vodka",17988,2184,92.6,16.5,2.9,33583,1222,1148,9,0,59,0,0,6
"102","Allison","Distilled Spirits",428,18,92.6,16.5,2.9,33583,1222,1148,9,0,59,0,0,6
"103","Allison","Rum",12220,922,92.6,16.5,2.9,33583,1222,1148,9,0,59,0,0,6
"104","Alta","Whisky",3856,260,88.8,17.7,3.4,28707,2104,1923,17,0,26,1,108,29
"105","Alta","Rum",1002,56,88.8,17.7,3.4,28707,2104,1923,17,0,26,1,108,29
"106","Alta","Misc",270,16,88.8,17.7,3.4,28707,2104,1923,17,0,26,1,108,29
"107","Alta","Gin",472,28,88.8,17.7,3.4,28707,2104,1923,17,0,26,1,108,29
"108","Alta","Brandy",460,33,88.8,17.7,3.4,28707,2104,1923,17,0,26,1,108,29
"109","Alta","Tequila",202,12,88.8,17.7,3.4,28707,2104,1923,17,0,26,1,108,29
"110","Alta","Vodka",2224,199,88.8,17.7,3.4,28707,2104,1923,17,0,26,1,108,29
"111","Alta Vista","Misc",611,26,92,8,1.3,30927,301,296,0,0,2,0,0,3
"112","Alta Vista","Amaretto",2,0,92,8,1.3,30927,301,296,0,0,2,0,0,3
"113","Alta Vista","Schnapps",749,53,92,8,1.3,30927,301,296,0,0,2,0,0,3
"114","Alta Vista","Rum",1152,71,92,8,1.3,30927,301,296,0,0,2,0,0,3
"115","Alta Vista","Vodka",806,96,92,8,1.3,30927,301,296,0,0,2,0,0,3
"116","Alta Vista","Gin",5,1,92,8,1.3,30927,301,296,0,0,2,0,0,3
"117","Alta Vista","Brandy",715,72,92,8,1.3,30927,301,296,0,0,2,0,0,3
"118","Alta Vista","Tequila",60,3,92,8,1.3,30927,301,296,0,0,2,0,0,3
"119","Alta Vista","Whisky",1595,132,92,8,1.3,30927,301,296,0,0,2,0,0,3
"120","Alton","Vodka",14953,1504,90.1,27,0.8,30708,1325,1211,9,0,6,0,79,20
"121","Alton","Brandy",2131,215,90.1,27,0.8,30708,1325,1211,9,0,6,0,79,20
"122","Alton","Gin",551,41,90.1,27,0.8,30708,1325,1211,9,0,6,0,79,20
"123","Alton","Whisky",35282,2589,90.1,27,0.8,30708,1325,1211,9,0,6,0,79,20
"124","Alton","Rum",11418,776,90.1,27,0.8,30708,1325,1211,9,0,6,0,79,20
"125","Alton","Distilled Spirits",74,3,90.1,27,0.8,30708,1325,1211,9,0,6,0,79,20
"126","Alton","Tequila",3148,150,90.1,27,0.8,30708,1325,1211,9,0,6,0,79,20
"127","Alton","Schnapps",4536,360,90.1,27,0.8,30708,1325,1211,9,0,6,0,79,20
"128","Alton","Amaretto",430,50,90.1,27,0.8,30708,1325,1211,9,0,6,0,79,20
"129","Alton","Misc",5540,282,90.1,27,0.8,30708,1325,1211,9,0,6,0,79,20
"130","Altoona","Vodka",599751,50122,94.5,31.2,4.7,40522,16692,16026,122,13,189,0,7,335
"131","Altoona","Brandy",36787,2086,94.5,31.2,4.7,40522,16692,16026,122,13,189,0,7,335
"132","Altoona","Amaretto",10629,899,94.5,31.2,4.7,40522,16692,16026,122,13,189,0,7,335
"133","Altoona","Rum",341864,24537,94.5,31.2,4.7,40522,16692,16026,122,13,189,0,7,335
"134","Altoona","Gin",49068,3513,94.5,31.2,4.7,40522,16692,16026,122,13,189,0,7,335
"135","Altoona","Misc",214560,12823,94.5,31.2,4.7,40522,16692,16026,122,13,189,0,7,335
"136","Altoona","Tequila",145529,10411,94.5,31.2,4.7,40522,16692,16026,122,13,189,0,7,335
"137","Altoona","Whisky",738673,43028,94.5,31.2,4.7,40522,16692,16026,122,13,189,0,7,335
"138","Altoona","Schnapps",64271,4759,94.5,31.2,4.7,40522,16692,16026,122,13,189,0,7,335
"139","Altoona","Distilled Spirits",11623,501,94.5,31.2,4.7,40522,16692,16026,122,13,189,0,7,335
"140","Alvord","Whisky",57,6,94.8,7.8,2.1,28182,236,213,0,1,2,2,8,10
"141","Alvord","Amaretto",2,0,94.8,7.8,2.1,28182,236,213,0,1,2,2,8,10
"142","Alvord","Rum",85,7,94.8,7.8,2.1,28182,236,213,0,1,2,2,8,10
"143","Alvord","Vodka",9,0,94.8,7.8,2.1,28182,236,213,0,1,2,2,8,10
"144","Ames","Rum",1110981,84072,97.4,63.4,6,12027,64073,53532,1994,123,6146,29,278,1971
"145","Ames","Whisky",2610409,148417,97.4,63.4,6,12027,64073,53532,1994,123,6146,29,278,1971
"146","Ames","Brandy",187640,9762,97.4,63.4,6,12027,64073,53532,1994,123,6146,29,278,1971
"147","Ames","Amaretto",30841,2911,97.4,63.4,6,12027,64073,53532,1994,123,6146,29,278,1971
"148","Ames","Distilled Spirits",69284,7353,97.4,63.4,6,12027,64073,53532,1994,123,6146,29,278,1971
"149","Ames","Schnapps",238474,17199,97.4,63.4,6,12027,64073,53532,1994,123,6146,29,278,1971
"150","Ames","Vodka",1770559,150737,97.4,63.4,6,12027,64073,53532,1994,123,6146,29,278,1971
"151","Ames","Gin",252404,18756,97.4,63.4,6,12027,64073,53532,1994,123,6146,29,278,1971
"152","Ames","Tequila",391863,24764,97.4,63.4,6,12027,64073,53532,1994,123,6146,29,278,1971
"153","Ames","Misc",662596,38830,97.4,63.4,6,12027,64073,53532,1994,123,6146,29,278,1971
"154","Anamosa","Brandy",10324,762,89.7,13.8,8.5,23285,5459,4841,402,124,14,0,38,40
"155","Anamosa","Amaretto",1442,182,89.7,13.8,8.5,23285,5459,4841,402,124,14,0,38,40
"156","Anamosa","Gin",7868,688,89.7,13.8,8.5,23285,5459,4841,402,124,14,0,38,40
"157","Anamosa","Rum",106719,7642,89.7,13.8,8.5,23285,5459,4841,402,124,14,0,38,40
"158","Anamosa","Vodka",148315,16417,89.7,13.8,8.5,23285,5459,4841,402,124,14,0,38,40
"159","Anamosa","Whisky",224886,16470,89.7,13.8,8.5,23285,5459,4841,402,124,14,0,38,40
"160","Anamosa","Distilled Spirits",2898,200,89.7,13.8,8.5,23285,5459,4841,402,124,14,0,38,40
"161","Anamosa","Schnapps",37267,2982,89.7,13.8,8.5,23285,5459,4841,402,124,14,0,38,40
"162","Anamosa","Misc",55608,3160,89.7,13.8,8.5,23285,5459,4841,402,124,14,0,38,40
"163","Anamosa","Tequila",25349,1732,89.7,13.8,8.5,23285,5459,4841,402,124,14,0,38,40
"164","Anita","Distilled Spirits",513,23,92.3,15.9,7.3,27000,870,867,0,0,0,0,3,0
"165","Anita","Misc",5631,391,92.3,15.9,7.3,27000,870,867,0,0,0,0,3,0
"166","Anita","Schnapps",2573,232,92.3,15.9,7.3,27000,870,867,0,0,0,0,3,0
"167","Anita","Amaretto",373,35,92.3,15.9,7.3,27000,870,867,0,0,0,0,3,0
"168","Anita","Gin",1020,72,92.3,15.9,7.3,27000,870,867,0,0,0,0,3,0
"169","Anita","Brandy",3592,327,92.3,15.9,7.3,27000,870,867,0,0,0,0,3,0
"170","Anita","Vodka",13878,1599,92.3,15.9,7.3,27000,870,867,0,0,0,0,3,0
"171","Anita","Tequila",2493,193,92.3,15.9,7.3,27000,870,867,0,0,0,0,3,0
"172","Anita","Rum",6645,474,92.3,15.9,7.3,27000,870,867,0,0,0,0,3,0
"173","Anita","Whisky",32308,2371,92.3,15.9,7.3,27000,870,867,0,0,0,0,3,0
"174","Ankeny","Tequila",289232,20880,97.4,45.9,3.2,40608,53413,50255,658,0,1161,0,101,1238
"175","Ankeny","Schnapps",105542,7326,97.4,45.9,3.2,40608,53413,50255,658,0,1161,0,101,1238
"176","Ankeny","Distilled Spirits",28490,1951,97.4,45.9,3.2,40608,53413,50255,658,0,1161,0,101,1238
"177","Ankeny","Vodka",1233817,102840,97.4,45.9,3.2,40608,53413,50255,658,0,1161,0,101,1238
"178","Ankeny","Brandy",81119,4921,97.4,45.9,3.2,40608,53413,50255,658,0,1161,0,101,1238
"179","Ankeny","Amaretto",21216,1716,97.4,45.9,3.2,40608,53413,50255,658,0,1161,0,101,1238
"180","Ankeny","Misc",415087,24006,97.4,45.9,3.2,40608,53413,50255,658,0,1161,0,101,1238
"181","Ankeny","Whisky",1644129,90385,97.4,45.9,3.2,40608,53413,50255,658,0,1161,0,101,1238
"182","Ankeny","Rum",646077,45416,97.4,45.9,3.2,40608,53413,50255,658,0,1161,0,101,1238
"183","Ankeny","Gin",129625,9488,97.4,45.9,3.2,40608,53413,50255,658,0,1161,0,101,1238
"184","Anthon","Gin",1627,98,90.7,17.6,3.3,26858,670,645,0,2,9,0,0,14
"185","Anthon","Schnapps",7235,518,90.7,17.6,3.3,26858,670,645,0,2,9,0,0,14
"186","Anthon","Vodka",14681,1312,90.7,17.6,3.3,26858,670,645,0,2,9,0,0,14
"187","Anthon","Whisky",52648,3375,90.7,17.6,3.3,26858,670,645,0,2,9,0,0,14
"188","Anthon","Distilled Spirits",385,18,90.7,17.6,3.3,26858,670,645,0,2,9,0,0,14
"189","Anthon","Rum",10192,664,90.7,17.6,3.3,26858,670,645,0,2,9,0,0,14
"190","Anthon","Brandy",2167,158,90.7,17.6,3.3,26858,670,645,0,2,9,0,0,14
"191","Anthon","Tequila",4262,239,90.7,17.6,3.3,26858,670,645,0,2,9,0,0,14
"192","Anthon","Amaretto",556,70,90.7,17.6,3.3,26858,670,645,0,2,9,0,0,14
"193","Anthon","Misc",9666,553,90.7,17.6,3.3,26858,670,645,0,2,9,0,0,14
"194","Arlington","Misc",852,48,90.7,10.7,5,27159,526,512,0,3,0,0,0,11
"195","Arlington","Brandy",1378,126,90.7,10.7,5,27159,526,512,0,3,0,0,0,11
"196","Arlington","Vodka",3671,482,90.7,10.7,5,27159,526,512,0,3,0,0,0,11
"197","Arlington","Tequila",371,21,90.7,10.7,5,27159,526,512,0,3,0,0,0,11
"198","Arlington","Rum",3338,304,90.7,10.7,5,27159,526,512,0,3,0,0,0,11
"199","Arlington","Amaretto",9,1,90.7,10.7,5,27159,526,512,0,3,0,0,0,11
"200","Arlington","Gin",747,113,90.7,10.7,5,27159,526,512,0,3,0,0,0,11
"201","Arlington","Whisky",16150,1430,90.7,10.7,5,27159,526,512,0,3,0,0,0,11
"202","Arlington","Schnapps",2271,211,90.7,10.7,5,27159,526,512,0,3,0,0,0,11
"203","Arlington","Distilled Spirits",91,3,90.7,10.7,5,27159,526,512,0,3,0,0,0,11
"204","Armstrong","Brandy",954,93,89.5,12.9,3.5,27059,898,888,0,0,0,0,0,10
"205","Armstrong","Vodka",9298,1084,89.5,12.9,3.5,27059,898,888,0,0,0,0,0,10
"206","Armstrong","Whisky",18903,1559,89.5,12.9,3.5,27059,898,888,0,0,0,0,0,10
"207","Armstrong","Amaretto",59,7,89.5,12.9,3.5,27059,898,888,0,0,0,0,0,10
"208","Armstrong","Gin",492,48,89.5,12.9,3.5,27059,898,888,0,0,0,0,0,10
"209","Armstrong","Misc",3042,163,89.5,12.9,3.5,27059,898,888,0,0,0,0,0,10
"210","Armstrong","Rum",8279,652,89.5,12.9,3.5,27059,898,888,0,0,0,0,0,10
"211","Armstrong","Schnapps",1670,120,89.5,12.9,3.5,27059,898,888,0,0,0,0,0,10
"212","Armstrong","Tequila",2805,82,89.5,12.9,3.5,27059,898,888,0,0,0,0,0,10
"213","Armstrong","Distilled Spirits",563,27,89.5,12.9,3.5,27059,898,888,0,0,0,0,0,10
"214","Arnolds Park","Rum",69546,4588,96.8,20.9,9.7,25156,1024,969,15,4,0,0,8,28
"215","Arnolds Park","Tequila",20828,1269,96.8,20.9,9.7,25156,1024,969,15,4,0,0,8,28
"216","Arnolds Park","Misc",38752,2432,96.8,20.9,9.7,25156,1024,969,15,4,0,0,8,28
"217","Arnolds Park","Distilled Spirits",2623,136,96.8,20.9,9.7,25156,1024,969,15,4,0,0,8,28
"218","Arnolds Park","Schnapps",26509,1882,96.8,20.9,9.7,25156,1024,969,15,4,0,0,8,28
"219","Arnolds Park","Brandy",6219,412,96.8,20.9,9.7,25156,1024,969,15,4,0,0,8,28
"220","Arnolds Park","Whisky",126267,7461,96.8,20.9,9.7,25156,1024,969,15,4,0,0,8,28
"221","Arnolds Park","Amaretto",933,113,96.8,20.9,9.7,25156,1024,969,15,4,0,0,8,28
"222","Arnolds Park","Gin",9984,704,96.8,20.9,9.7,25156,1024,969,15,4,0,0,8,28
"223","Arnolds Park","Vodka",101390,8155,96.8,20.9,9.7,25156,1024,969,15,4,0,0,8,28
"224","Atkins","Whisky",1762,99,94.6,30.8,2,45823,1713,1665,0,0,26,0,0,22
"225","Atkins","Gin",39,3,94.6,30.8,2,45823,1713,1665,0,0,26,0,0,22
"226","Atkins","Vodka",537,42,94.6,30.8,2,45823,1713,1665,0,0,26,0,0,22
"227","Atkins","Rum",585,41,94.6,30.8,2,45823,1713,1665,0,0,26,0,0,22
"228","Atkins","Brandy",6,0,94.6,30.8,2,45823,1713,1665,0,0,26,0,0,22
"229","Atkins","Tequila",86,4,94.6,30.8,2,45823,1713,1665,0,0,26,0,0,22
"230","Atkins","Schnapps",93,6,94.6,30.8,2,45823,1713,1665,0,0,26,0,0,22
"231","Atkins","Misc",252,11,94.6,30.8,2,45823,1713,1665,0,0,26,0,0,22
"232","Atlantic","Distilled Spirits",6561,310,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55
"233","Atlantic","Misc",101436,5471,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55
"234","Atlantic","Amaretto",2578,262,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55
"235","Atlantic","Vodka",186212,18284,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55
"236","Atlantic","Brandy",12981,1043,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55
"237","Atlantic","Rum",137736,10158,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55
"238","Atlantic","Gin",21140,1892,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55
"239","Atlantic","Tequila",53687,3635,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55
"240","Atlantic","Schnapps",36294,2876,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55
"241","Atlantic","Whisky",454152,30570,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55
"242","Audubon","Gin",1893,153,86.6,13,2.6,25868,2043,1953,2,34,7,0,0,47
"243","Audubon","Brandy",3568,335,86.6,13,2.6,25868,2043,1953,2,34,7,0,0,47
"244","Audubon","Misc",8091,545,86.6,13,2.6,25868,2043,1953,2,34,7,0,0,47
"245","Audubon","Vodka",23865,3075,86.6,13,2.6,25868,2043,1953,2,34,7,0,0,47
"246","Audubon","Distilled Spirits",356,18,86.6,13,2.6,25868,2043,1953,2,34,7,0,0,47
"247","Audubon","Whisky",57895,4785,86.6,13,2.6,25868,2043,1953,2,34,7,0,0,47
"248","Audubon","Schnapps",5787,542,86.6,13,2.6,25868,2043,1953,2,34,7,0,0,47
"249","Audubon","Amaretto",1463,194,86.6,13,2.6,25868,2043,1953,2,34,7,0,0,47
"250","Audubon","Rum",23208,1761,86.6,13,2.6,25868,2043,1953,2,34,7,0,0,47
"251","Audubon","Tequila",2834,211,86.6,13,2.6,25868,2043,1953,2,34,7,0,0,47
"252","Aurelia","Rum",1508,94,92.7,16.6,5.5,32305,955,929,0,0,14,0,0,12
"253","Aurelia","Gin",85,3,92.7,16.6,5.5,32305,955,929,0,0,14,0,0,12
"254","Aurelia","Distilled Spirits",56,3,92.7,16.6,5.5,32305,955,929,0,0,14,0,0,12
"255","Aurelia","Brandy",71,6,92.7,16.6,5.5,32305,955,929,0,0,14,0,0,12
"256","Aurelia","Whisky",3788,280,92.7,16.6,5.5,32305,955,929,0,0,14,0,0,12
"257","Aurelia","Misc",421,17,92.7,16.6,5.5,32305,955,929,0,0,14,0,0,12
"258","Aurelia","Schnapps",109,7,92.7,16.6,5.5,32305,955,929,0,0,14,0,0,12
"259","Aurelia","Tequila",181,5,92.7,16.6,5.5,32305,955,929,0,0,14,0,0,12
"260","Aurelia","Vodka",2248,237,92.7,16.6,5.5,32305,955,929,0,0,14,0,0,12
"261","Avoca","Schnapps",27040,1856,89.7,22.6,3.4,31336,1478,1447,0,0,0,0,0,31
"262","Avoca","Whisky",149024,9148,89.7,22.6,3.4,31336,1478,1447,0,0,0,0,0,31
"263","Avoca","Distilled Spirits",2235,107,89.7,22.6,3.4,31336,1478,1447,0,0,0,0,0,31
"264","Avoca","Brandy",5395,444,89.7,22.6,3.4,31336,1478,1447,0,0,0,0,0,31
"265","Avoca","Gin",4568,421,89.7,22.6,3.4,31336,1478,1447,0,0,0,0,0,31
"266","Avoca","Amaretto",1814,271,89.7,22.6,3.4,31336,1478,1447,0,0,0,0,0,31
"267","Avoca","Tequila",11299,575,89.7,22.6,3.4,31336,1478,1447,0,0,0,0,0,31
"268","Avoca","Vodka",50468,4955,89.7,22.6,3.4,31336,1478,1447,0,0,0,0,0,31
"269","Avoca","Rum",63808,4134,89.7,22.6,3.4,31336,1478,1447,0,0,0,0,0,31
"270","Avoca","Misc",28660,1500,89.7,22.6,3.4,31336,1478,1447,0,0,0,0,0,31
"271","Baldwin","Gin",353,46,90.9,7.3,6.7,19688,146,145,0,0,0,0,0,1
"272","Baldwin","Schnapps",1762,126,90.9,7.3,6.7,19688,146,145,0,0,0,0,0,1
"273","Baldwin","Whisky",14921,1173,90.9,7.3,6.7,19688,146,145,0,0,0,0,0,1
"274","Baldwin","Brandy",622,45,90.9,7.3,6.7,19688,146,145,0,0,0,0,0,1
"275","Baldwin","Vodka",5141,615,90.9,7.3,6.7,19688,146,145,0,0,0,0,0,1
"276","Baldwin","Misc",2588,111,90.9,7.3,6.7,19688,146,145,0,0,0,0,0,1
"277","Baldwin","Rum",2259,137,90.9,7.3,6.7,19688,146,145,0,0,0,0,0,1
"278","Baldwin","Distilled Spirits",196,10,90.9,7.3,6.7,19688,146,145,0,0,0,0,0,1
"279","Baldwin","Amaretto",43,4,90.9,7.3,6.7,19688,146,145,0,0,0,0,0,1
"280","Baldwin","Tequila",385,18,90.9,7.3,6.7,19688,146,145,0,0,0,0,0,1
