"","city","Category","Sales_Dollars","Sales Volume","High School","Bachelor","Unemployment","Income","Population","White Population","Black Population","Indian Population","Asain Population","Hawaiian Population","Other Population","Multi Population"
"857","De Soto","Rum",13237,965,92.2,22,6.5,30568,1065,1033,0,0,2,0,0,30
"858","De Soto","Misc",3081,131,92.2,22,6.5,30568,1065,1033,0,0,2,0,0,30
"859","De Soto","Brandy",474,28,92.2,22,6.5,30568,1065,1033,0,0,2,0,0,30
"860","De Soto","Distilled Spirits",982,45,92.2,22,6.5,30568,1065,1033,0,0,2,0,0,30
"861","De Witt","Whisky",108502,7875,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"862","De Witt","Misc",21776,1717,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"863","De Witt","Vodka",61625,6659,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"864","De Witt","Amaretto",2234,271,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"865","De Witt","Tequila",7936,573,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"866","De Witt","Distilled Spirits",2349,234,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"867","De Witt","Rum",34593,2468,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"868","De Witt","Brandy",6346,516,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"869","De Witt","Schnapps",15484,1488,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"870","De Witt","Gin",10950,1248,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"871","Decorah","Amaretto",5974,532,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"872","Decorah","Brandy",41729,3383,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"873","Decorah","Tequila",59719,4031,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"874","Decorah","Schnapps",64581,4888,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"875","Decorah","Rum",172073,11615,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"876","Decorah","Distilled Spirits",3837,174,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"877","Decorah","Vodka",286025,26132,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"878","Decorah","Whisky",385918,24983,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"879","Decorah","Misc",114584,6480,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"880","Decorah","Gin",46876,3236,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"881","Delaware","Gin",73,5,97.2,15.7,1,34000,133,130,0,0,0,0,0,3
"882","Delaware","Rum",943,52,97.2,15.7,1,34000,133,130,0,0,0,0,0,3
"883","Delaware","Whisky",5720,391,97.2,15.7,1,34000,133,130,0,0,0,0,0,3
"884","Delaware","Tequila",295,11,97.2,15.7,1,34000,133,130,0,0,0,0,0,3
"885","Delaware","Vodka",1989,226,97.2,15.7,1,34000,133,130,0,0,0,0,0,3
"886","Delaware","Schnapps",605,36,97.2,15.7,1,34000,133,130,0,0,0,0,0,3
"887","Delaware","Brandy",464,32,97.2,15.7,1,34000,133,130,0,0,0,0,0,3
"888","Delaware","Misc",390,14,97.2,15.7,1,34000,133,130,0,0,0,0,0,3
"889","Delhi","Gin",14,2,93.6,22.5,0,32000,445,443,0,0,0,0,2,0
"890","Delhi","Vodka",598,47,93.6,22.5,0,32000,445,443,0,0,0,0,2,0
"891","Delhi","Whisky",1255,90,93.6,22.5,0,32000,445,443,0,0,0,0,2,0
"892","Delhi","Schnapps",89,4,93.6,22.5,0,32000,445,443,0,0,0,0,2,0
"893","Delhi","Misc",106,5,93.6,22.5,0,32000,445,443,0,0,0,0,2,0
"894","Delhi","Rum",766,39,93.6,22.5,0,32000,445,443,0,0,0,0,2,0
"895","Delhi","Brandy",12,0,93.6,22.5,0,32000,445,443,0,0,0,0,2,0
"896","Delhi","Tequila",74,2,93.6,22.5,0,32000,445,443,0,0,0,0,2,0
"897","Delmar","Rum",1192,83,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"898","Delmar","Vodka",3611,398,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"899","Delmar","Gin",42,2,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"900","Delmar","Brandy",309,26,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"901","Delmar","Whisky",4360,281,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"902","Delmar","Schnapps",158,17,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"903","Delmar","Tequila",1031,47,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"904","Delmar","Amaretto",12,2,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"905","Delmar","Misc",373,21,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"906","Delmar","Distilled Spirits",151,6,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"907","Denison","Tequila",72701,3682,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"908","Denison","Vodka",182684,17771,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"909","Denison","Gin",17735,1528,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"910","Denison","Schnapps",63509,4781,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"911","Denison","Whisky",460831,33369,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"912","Denison","Brandy",30536,1929,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"913","Denison","Misc",84709,4868,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"914","Denison","Amaretto",4893,502,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"915","Denison","Distilled Spirits",11069,1272,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"916","Denison","Rum",189255,13606,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"917","Denver","Brandy",1347,118,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"918","Denver","Vodka",16665,1729,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"919","Denver","Rum",20391,1514,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"920","Denver","Gin",2862,174,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"921","Denver","Whisky",36619,2807,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"922","Denver","Misc",4769,328,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"923","Denver","Amaretto",211,26,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"924","Denver","Tequila",2646,239,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"925","Denver","Schnapps",3654,254,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"926","Denver","Distilled Spirits",245,12,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"927","Des Moines","Amaretto",120986,11081,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"928","Des Moines","Gin",1220280,86697,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"929","Des Moines","Distilled Spirits",170983,15285,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"930","Des Moines","Schnapps",1409948,101552,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"931","Des Moines","Rum",4013435,286968,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"932","Des Moines","Whisky",12225234,653282,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"933","Des Moines","Tequila",3428570,186907,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"934","Des Moines","Vodka",9907123,771338,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"935","Des Moines","Misc",3397260,187528,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"936","Des Moines","Brandy",2177548,89852,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"937","Donnellson","Misc",1392,58,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"938","Donnellson","Whisky",8717,441,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"939","Donnellson","Gin",113,9,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"940","Donnellson","Rum",3414,235,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"941","Donnellson","Vodka",4861,485,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"942","Donnellson","Tequila",596,30,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"943","Donnellson","Schnapps",861,53,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"944","Donnellson","Amaretto",12,2,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"945","Donnellson","Brandy",224,18,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"946","Donnellson","Distilled Spirits",113,3,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"947","Dows","Gin",85,8,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"948","Dows","Whisky",9896,760,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"949","Dows","Rum",2401,152,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"950","Dows","Vodka",5037,615,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"951","Dows","Brandy",133,9,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"952","Dows","Schnapps",413,29,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"953","Dows","Distilled Spirits",159,7,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"954","Dows","Misc",634,36,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"955","Dows","Tequila",1166,58,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"956","Dows","Amaretto",12,2,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"957","Dubuque","Schnapps",361064,24923,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"958","Dubuque","Amaretto",35977,3462,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"959","Dubuque","Distilled Spirits",54747,6468,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"960","Dubuque","Misc",644590,38046,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"961","Dubuque","Rum",1128547,78960,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"962","Dubuque","Whisky",2304543,140139,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"963","Dubuque","Brandy",393974,18611,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"964","Dubuque","Gin",204977,15545,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"965","Dubuque","Vodka",1843016,156052,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"966","Dubuque","Tequila",380356,21497,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"967","Dunlap","Misc",12306,684,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"968","Dunlap","Whisky",59008,3522,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"969","Dunlap","Schnapps",8158,658,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"970","Dunlap","Amaretto",556,63,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"971","Dunlap","Gin",1493,102,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"972","Dunlap","Brandy",1487,130,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"973","Dunlap","Vodka",15547,1416,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"974","Dunlap","Distilled Spirits",799,56,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"975","Dunlap","Tequila",5905,531,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"976","Dunlap","Rum",18328,1170,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"977","Durant","Distilled Spirits",298,14,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"978","Durant","Tequila",1470,118,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"979","Durant","Amaretto",627,67,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"980","Durant","Brandy",1357,125,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"981","Durant","Rum",10763,760,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"982","Durant","Schnapps",3740,329,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"983","Durant","Vodka",16521,1806,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"984","Durant","Whisky",29466,2256,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"985","Durant","Misc",3782,299,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"986","Durant","Gin",1437,174,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"987","Dyersville","Amaretto",1601,194,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"988","Dyersville","Gin",6419,635,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"989","Dyersville","Schnapps",25335,2301,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"990","Dyersville","Whisky",226983,19930,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"991","Dyersville","Rum",62206,4476,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"992","Dyersville","Vodka",70304,7516,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"993","Dyersville","Tequila",9548,702,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"994","Dyersville","Brandy",6490,542,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"995","Dyersville","Misc",32938,2589,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"996","Dyersville","Distilled Spirits",948,60,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"997","Dysart","Brandy",2018,171,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"998","Dysart","Vodka",8704,934,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"999","Dysart","Tequila",748,63,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"1000","Dysart","Whisky",13978,904,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"1001","Dysart","Distilled Spirits",322,14,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"1002","Dysart","Gin",616,55,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"1003","Dysart","Rum",5589,361,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"1004","Dysart","Misc",3001,217,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"1005","Dysart","Schnapps",3193,193,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"1006","Dysart","Amaretto",241,24,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"1007","Eagle Grove","Whisky",117065,9435,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"1008","Eagle Grove","Schnapps",8813,659,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"1009","Eagle Grove","Brandy",4119,314,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"1010","Eagle Grove","Tequila",11766,660,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"1011","Eagle Grove","Amaretto",644,66,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"1012","Eagle Grove","Rum",31046,2277,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"1013","Eagle Grove","Distilled Spirits",390,18,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"1014","Eagle Grove","Misc",18394,1020,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"1015","Eagle Grove","Vodka",52418,5315,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"1016","Eagle Grove","Gin",4549,407,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"1017","Earlham","Whisky",6909,411,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"1018","Earlham","Rum",4242,266,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"1019","Earlham","Misc",1438,71,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"1020","Earlham","Brandy",102,5,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"1021","Earlham","Amaretto",1,0,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"1022","Earlham","Tequila",439,23,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"1023","Earlham","Distilled Spirits",192,9,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"1024","Earlham","Gin",183,10,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"1025","Earlham","Schnapps",239,18,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"1026","Earlham","Vodka",5622,683,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"1027","Early","Tequila",2673,118,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"1028","Early","Vodka",3821,486,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"1029","Early","Brandy",162,12,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"1030","Early","Distilled Spirits",76,2,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"1031","Early","Misc",763,34,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"1032","Early","Amaretto",50,8,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"1033","Early","Gin",146,11,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"1034","Early","Rum",3153,215,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"1035","Early","Whisky",8240,497,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"1036","Early","Schnapps",367,26,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"1037","Eddyville","Rum",3001,190,98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50
"1038","Eddyville","Whisky",13896,928,98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50
"1039","Eddyville","Vodka",7199,645,98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50
"1040","Eddyville","Brandy",1713,160,98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50
"1041","Eddyville","Schnapps",1893,124,98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50
"1042","Eddyville","Gin",112,8,98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50
"1043","Eddyville","Tequila",454,24,98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50
"1044","Eddyville","Misc",1227,56,98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50
"1045","Eddyville","Amaretto",48,4,98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50
"1046","Eddyville","Distilled Spirits",487,23,98.3,17.3,10.8,26987,1207,1154,0,0,3,0,0,50
"1047","Edgewood","Rum",6838,478,91.2,9.8,7.9,32202,795,763,2,0,20,0,1,9
"1048","Edgewood","Brandy",272,27,91.2,9.8,7.9,32202,795,763,2,0,20,0,1,9
"1049","Edgewood","Vodka",5921,690,91.2,9.8,7.9,32202,795,763,2,0,20,0,1,9
"1050","Edgewood","Amaretto",75,12,91.2,9.8,7.9,32202,795,763,2,0,20,0,1,9
"1051","Edgewood","Tequila",667,52,91.2,9.8,7.9,32202,795,763,2,0,20,0,1,9
"1052","Edgewood","Gin",729,82,91.2,9.8,7.9,32202,795,763,2,0,20,0,1,9
"1053","Edgewood","Misc",2265,144,91.2,9.8,7.9,32202,795,763,2,0,20,0,1,9
"1054","Edgewood","Whisky",21925,1759,91.2,9.8,7.9,32202,795,763,2,0,20,0,1,9
"1055","Edgewood","Schnapps",4501,334,91.2,9.8,7.9,32202,795,763,2,0,20,0,1,9
"1056","Eldon","Gin",104,4,83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0
"1057","Eldon","Whisky",9611,743,83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0
"1058","Eldon","Misc",673,43,83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0
"1059","Eldon","Amaretto",17,1,83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0
"1060","Eldon","Schnapps",2119,122,83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0
"1061","Eldon","Distilled Spirits",51,2,83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0
"1062","Eldon","Tequila",463,29,83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0
"1063","Eldon","Rum",2494,153,83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0
"1064","Eldon","Vodka",2290,217,83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0
"1065","Eldon","Brandy",24,1,83.6,7.3,12.2,28750,890,874,0,10,0,0,6,0
"1066","Eldora","Misc",12857,836,92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91
"1067","Eldora","Vodka",63218,7421,92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91
"1068","Eldora","Whisky",108891,8188,92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91
"1069","Eldora","Schnapps",8022,646,92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91
"1070","Eldora","Rum",32957,2353,92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91
"1071","Eldora","Gin",6638,602,92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91
"1072","Eldora","Tequila",5730,417,92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91
"1073","Eldora","Amaretto",1200,146,92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91
"1074","Eldora","Brandy",6333,571,92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91
"1075","Eldora","Distilled Spirits",397,33,92.2,23.7,4.1,24785,2663,2390,76,6,85,0,15,91
"1076","Eldridge","Rum",75788,5347,96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87
"1077","Eldridge","Whisky",145268,9989,96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87
"1078","Eldridge","Brandy",11163,667,96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87
"1079","Eldridge","Gin",12162,1118,96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87
"1080","Eldridge","Vodka",106942,10365,96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87
"1081","Eldridge","Amaretto",922,83,96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87
"1082","Eldridge","Schnapps",14433,1114,96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87
"1083","Eldridge","Misc",37114,2350,96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87
"1084","Eldridge","Distilled Spirits",3504,180,96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87
"1085","Eldridge","Tequila",17674,1195,96,33.2,6.5,35597,6122,5865,170,0,0,0,0,87
"1086","Elkader","Whisky",18848,1259,92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6
"1087","Elkader","Brandy",558,53,92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6
"1088","Elkader","Amaretto",292,40,92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6
"1089","Elkader","Rum",6303,406,92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6
"1090","Elkader","Vodka",7862,779,92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6
"1091","Elkader","Distilled Spirits",227,10,92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6
"1092","Elkader","Schnapps",3384,240,92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6
"1093","Elkader","Misc",3659,230,92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6
"1094","Elkader","Gin",985,62,92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6
"1095","Elkader","Tequila",976,38,92.8,24,4.6,29659,1325,1309,6,0,4,0,0,6
"1096","Ellsworth","Schnapps",1318,115,95.1,25.6,1.5,31612,574,494,0,0,4,0,68,8
"1097","Ellsworth","Vodka",13716,1203,95.1,25.6,1.5,31612,574,494,0,0,4,0,68,8
"1098","Ellsworth","Rum",8377,589,95.1,25.6,1.5,31612,574,494,0,0,4,0,68,8
"1099","Ellsworth","Tequila",1125,46,95.1,25.6,1.5,31612,574,494,0,0,4,0,68,8
"1100","Ellsworth","Gin",519,38,95.1,25.6,1.5,31612,574,494,0,0,4,0,68,8
"1101","Ellsworth","Misc",2087,89,95.1,25.6,1.5,31612,574,494,0,0,4,0,68,8
"1102","Ellsworth","Brandy",1111,85,95.1,25.6,1.5,31612,574,494,0,0,4,0,68,8
"1103","Ellsworth","Whisky",22435,1743,95.1,25.6,1.5,31612,574,494,0,0,4,0,68,8
"1104","Elma","Brandy",4462,409,92.3,12,0.8,30819,562,560,0,0,0,0,0,2
"1105","Elma","Tequila",1577,117,92.3,12,0.8,30819,562,560,0,0,0,0,0,2
"1106","Elma","Distilled Spirits",440,21,92.3,12,0.8,30819,562,560,0,0,0,0,0,2
"1107","Elma","Gin",329,30,92.3,12,0.8,30819,562,560,0,0,0,0,0,2
"1108","Elma","Whisky",23991,1803,92.3,12,0.8,30819,562,560,0,0,0,0,0,2
"1109","Elma","Vodka",13836,1433,92.3,12,0.8,30819,562,560,0,0,0,0,0,2
"1110","Elma","Amaretto",142,20,92.3,12,0.8,30819,562,560,0,0,0,0,0,2
"1111","Elma","Rum",16815,1082,92.3,12,0.8,30819,562,560,0,0,0,0,0,2
"1112","Elma","Schnapps",9261,830,92.3,12,0.8,30819,562,560,0,0,0,0,0,2
"1113","Elma","Misc",4635,237,92.3,12,0.8,30819,562,560,0,0,0,0,0,2
"1114","Ely","Rum",5627,359,97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64
"1115","Ely","Whisky",13298,772,97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64
"1116","Ely","Distilled Spirits",281,13,97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64
"1117","Ely","Brandy",372,18,97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64
"1118","Ely","Gin",157,10,97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64
"1119","Ely","Misc",877,35,97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64
"1120","Ely","Amaretto",6,1,97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64
"1121","Ely","Tequila",791,40,97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64
"1122","Ely","Vodka",9019,924,97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64
"1123","Ely","Schnapps",219,19,97.6,37.4,4,45455,2133,2039,5,0,18,0,7,64
"1124","Emmetsburg","Distilled Spirits",3524,305,94.3,25.5,1.5,28400,3803,3574,149,9,38,0,0,33
"1125","Emmetsburg","Amaretto",2275,314,94.3,25.5,1.5,28400,3803,3574,149,9,38,0,0,33
"1126","Emmetsburg","Schnapps",29145,2361,94.3,25.5,1.5,28400,3803,3574,149,9,38,0,0,33
"1127","Emmetsburg","Brandy",12300,1043,94.3,25.5,1.5,28400,3803,3574,149,9,38,0,0,33
"1128","Emmetsburg","Whisky",249916,18959,94.3,25.5,1.5,28400,3803,3574,149,9,38,0,0,33
"1129","Emmetsburg","Gin",9554,797,94.3,25.5,1.5,28400,3803,3574,149,9,38,0,0,33
