"","county","Category","Sales_Dollars","Sales_Volume","High School","Bachelor","Unemployment","Income","Population","White Population","Black Population","Indian Population","Asain Population","Hawaiian Population","Other Population","Multi Population"
"527","Jones","Vodka",235494,25652,92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195
"528","Jones","Rum",179294,12795,92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195
"529","Jones","Amaretto",3222,401,92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195
"530","Jones","Schnapps",67893,5641,92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195
"531","Keokuk","Brandy",4132,387,91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107
"532","Keokuk","Rum",19888,1603,91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107
"533","Keokuk","Whisky",56126,4381,91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107
"534","Keokuk","Gin",2400,240,91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107
"535","Keokuk","Vodka",25958,3276,91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107
"536","Keokuk","Misc",10765,644,91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107
"537","Keokuk","Amaretto",616,83,91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107
"538","Keokuk","Schnapps",13145,1181,91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107
"539","Keokuk","Distilled Spirits",312,15,91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107
"540","Keokuk","Tequila",5027,439,91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107
"541","Kossuth","Brandy",33421,2782,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146
"542","Kossuth","Vodka",258291,23897,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146
"543","Kossuth","Distilled Spirits",9157,698,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146
"544","Kossuth","Rum",262215,18554,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146
"545","Kossuth","Whisky",660384,47978,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146
"546","Kossuth","Tequila",60968,3940,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146
"547","Kossuth","Gin",22472,1766,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146
"548","Kossuth","Misc",138565,7885,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146
"549","Kossuth","Schnapps",86413,6490,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146
"550","Kossuth","Amaretto",6632,761,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146
"551","Lee","Rum",459113,32823,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"552","Lee","Whisky",1216591,71385,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"553","Lee","Tequila",188375,10261,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"554","Lee","Schnapps",250612,18519,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"555","Lee","Amaretto",11300,1178,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"556","Lee","Misc",292287,15142,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"557","Lee","Distilled Spirits",29232,3111,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"558","Lee","Vodka",685252,64075,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"559","Lee","Brandy",86833,5378,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"560","Lee","Gin",56975,4951,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"561","Linn","Vodka",5817847,503429,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"562","Linn","Amaretto",82743,7326,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"563","Linn","Schnapps",1145099,81166,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"564","Linn","Whisky",7245814,425202,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"565","Linn","Misc",2266978,148465,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"566","Linn","Brandy",1144477,52820,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"567","Linn","Tequila",1519643,87932,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"568","Linn","Rum",2980222,214655,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"569","Linn","Distilled Spirits",353111,42013,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"570","Linn","Gin",655811,47472,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"571","Louisa","Misc",10850,706,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"572","Louisa","Brandy",25461,1508,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"573","Louisa","Tequila",12467,711,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"574","Louisa","Whisky",83654,5979,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"575","Louisa","Vodka",34098,3772,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"576","Louisa","Amaretto",451,56,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"577","Louisa","Schnapps",7584,663,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"578","Louisa","Gin",2225,237,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"579","Louisa","Distilled Spirits",1037,51,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"580","Louisa","Rum",48179,3171,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"581","Lucas","Whisky",160687,10395,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"582","Lucas","Misc",36050,2168,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"583","Lucas","Tequila",13575,898,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"584","Lucas","Brandy",7262,583,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"585","Lucas","Rum",48343,3524,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"586","Lucas","Schnapps",18500,1473,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"587","Lucas","Distilled Spirits",3021,136,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"588","Lucas","Vodka",75040,6887,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"589","Lucas","Amaretto",1303,99,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"590","Lucas","Gin",6138,521,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"591","Lyon","Misc",44056,2592,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"592","Lyon","Rum",149521,9718,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"593","Lyon","Schnapps",47098,3221,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"594","Lyon","Vodka",97451,9217,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"595","Lyon","Whisky",284790,20055,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"596","Lyon","Gin",6308,456,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"597","Lyon","Brandy",18360,1544,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"598","Lyon","Amaretto",4526,463,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"599","Lyon","Distilled Spirits",2368,115,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"600","Lyon","Tequila",18964,878,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"601","Madison","Whisky",284301,18601,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"602","Madison","Misc",55644,3536,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"603","Madison","Vodka",144499,14312,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"604","Madison","Rum",80602,5765,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"605","Madison","Tequila",37164,2838,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"606","Madison","Distilled Spirits",5294,387,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"607","Madison","Brandy",9486,707,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"608","Madison","Amaretto",1514,158,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"609","Madison","Schnapps",19592,1310,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"610","Madison","Gin",12733,1025,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"611","Mahaska","Tequila",59604,3956,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"612","Mahaska","Amaretto",7400,785,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"613","Mahaska","Gin",24086,1991,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"614","Mahaska","Rum",165343,11938,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"615","Mahaska","Misc",104862,6317,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"616","Mahaska","Vodka",267717,25629,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"617","Mahaska","Whisky",460294,28193,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"618","Mahaska","Distilled Spirits",14123,1276,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"619","Mahaska","Brandy",36103,2507,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"620","Mahaska","Schnapps",60290,4733,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"621","Marion","Amaretto",9864,1063,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"622","Marion","Tequila",109850,7233,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"623","Marion","Gin",40409,3339,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"624","Marion","Misc",171639,10146,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"625","Marion","Whisky",703511,43319,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"626","Marion","Distilled Spirits",18040,1103,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"627","Marion","Vodka",399686,36324,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"628","Marion","Schnapps",80811,5933,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"629","Marion","Rum",300248,21691,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"630","Marion","Brandy",35541,2502,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"631","Marshall","Brandy",138997,6902,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"632","Marshall","Whisky",1088565,67636,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"633","Marshall","Schnapps",110742,8819,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"634","Marshall","Tequila",194806,9185,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"635","Marshall","Vodka",602284,56237,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"636","Marshall","Amaretto",9629,994,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"637","Marshall","Rum",353266,25722,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"638","Marshall","Distilled Spirits",21266,1977,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"639","Marshall","Gin",75245,6072,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"640","Marshall","Misc",256019,15562,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"641","Mills","Misc",33825,1999,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"642","Mills","Whisky",191537,13004,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"643","Mills","Gin",10007,864,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"644","Mills","Rum",65762,4558,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"645","Mills","Brandy",5652,438,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"646","Mills","Tequila",17035,1135,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"647","Mills","Vodka",98196,9867,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"648","Mills","Distilled Spirits",1860,80,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"649","Mills","Amaretto",881,105,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"650","Mills","Schnapps",16395,1392,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"651","Mitchell","Gin",5898,568,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"652","Mitchell","Vodka",85902,9601,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"653","Mitchell","Whisky",145240,10670,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"654","Mitchell","Tequila",19926,1224,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"655","Mitchell","Amaretto",2406,345,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"656","Mitchell","Rum",68278,4871,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"657","Mitchell","Brandy",10493,982,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"658","Mitchell","Misc",32458,2053,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"659","Mitchell","Distilled Spirits",870,41,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"660","Mitchell","Schnapps",36589,2947,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"661","Monona","Vodka",94825,9839,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"662","Monona","Tequila",24847,1462,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"663","Monona","Whisky",206241,13328,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"664","Monona","Amaretto",3581,360,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"665","Monona","Rum",90078,6300,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"666","Monona","Brandy",11059,903,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"667","Monona","Misc",38923,2548,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"668","Monona","Distilled Spirits",3281,157,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"669","Monona","Gin",6230,594,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"670","Monona","Schnapps",36669,2560,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"671","Monroe","Rum",43068,2887,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"672","Monroe","Brandy",6230,456,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"673","Monroe","Misc",27582,1661,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"674","Monroe","Vodka",54127,5225,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"675","Monroe","Whisky",131199,8999,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"676","Monroe","Tequila",11245,736,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"677","Monroe","Gin",4323,372,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"678","Monroe","Amaretto",1542,176,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"679","Monroe","Schnapps",14613,1092,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"680","Monroe","Distilled Spirits",1882,92,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"681","Montgomery","Whisky",261110,17185,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"682","Montgomery","Rum",68305,4989,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"683","Montgomery","Tequila",28010,1693,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"684","Montgomery","Schnapps",26506,2391,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"685","Montgomery","Gin",15922,1366,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"686","Montgomery","Misc",58760,3448,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"687","Montgomery","Vodka",111596,11295,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"688","Montgomery","Brandy",12463,1081,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"689","Montgomery","Amaretto",1459,144,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"690","Montgomery","Distilled Spirits",5795,293,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"691","Muscatine","Brandy",73492,4772,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"692","Muscatine","Rum",455558,32482,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"693","Muscatine","Schnapps",142243,10822,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"694","Muscatine","Tequila",185165,10835,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"695","Muscatine","Whisky",982208,59121,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"696","Muscatine","Amaretto",11605,1196,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"697","Muscatine","Distilled Spirits",16352,792,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"698","Muscatine","Misc",286559,17109,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"699","Muscatine","Vodka",647330,61848,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"700","Muscatine","Gin",67137,5514,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"701","Osceola","Rum",29588,1916,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"702","Osceola","Whisky",110545,8338,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"703","Osceola","Vodka",34161,3852,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"704","Osceola","Misc",17315,1022,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"705","Osceola","Brandy",5382,460,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"706","Osceola","Gin",6435,661,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"707","Osceola","Amaretto",828,116,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"708","Osceola","Schnapps",19220,1369,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"709","Osceola","Distilled Spirits",462,33,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"710","Osceola","Tequila",9387,473,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"711","Page","Misc",118591,7081,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"712","Page","Gin",21630,1909,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"713","Page","Vodka",189230,18018,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"714","Page","Amaretto",4297,433,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"715","Page","Rum",164652,11592,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"716","Page","Brandy",12917,1006,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"717","Page","Schnapps",43172,3298,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"718","Page","Tequila",79100,5499,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"719","Page","Whisky",505394,30826,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"720","Page","Distilled Spirits",6413,399,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"721","Palo Alto","Distilled Spirits",3919,323,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"722","Palo Alto","Brandy",18435,1617,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"723","Palo Alto","Misc",54142,3006,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"724","Palo Alto","Tequila",22718,1342,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"725","Palo Alto","Schnapps",37374,2996,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"726","Palo Alto","Gin",11088,939,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"727","Palo Alto","Vodka",117092,12162,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"728","Palo Alto","Whisky",346161,27823,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"729","Palo Alto","Rum",120740,8641,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"730","Palo Alto","Amaretto",2996,418,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"731","Plymouth","Brandy",40659,3505,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"732","Plymouth","Rum",254808,17370,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"733","Plymouth","Whisky",615048,42091,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"734","Plymouth","Distilled Spirits",5904,304,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"735","Plymouth","Gin",27107,2090,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"736","Plymouth","Tequila",79596,5499,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"737","Plymouth","Vodka",268578,24143,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"738","Plymouth","Misc",133600,7423,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"739","Plymouth","Schnapps",90247,6991,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"740","Plymouth","Amaretto",4931,510,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"741","Pocahontas","Misc",20774,1245,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"742","Pocahontas","Gin",7326,813,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"743","Pocahontas","Rum",60112,4487,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"744","Pocahontas","Whisky",137378,11377,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"745","Pocahontas","Tequila",8547,522,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"746","Pocahontas","Amaretto",1703,239,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"747","Pocahontas","Distilled Spirits",1217,57,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"748","Pocahontas","Brandy",6018,499,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"749","Pocahontas","Vodka",69946,8537,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"750","Pocahontas","Schnapps",16076,1342,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"751","Polk","Brandy",2661985,114798,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"752","Polk","Vodka",16434338,1288859,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"753","Polk","Amaretto",211535,17655,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"754","Polk","Rum",6905429,487875,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"755","Polk","Whisky",20496221,1084197,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"756","Polk","Distilled Spirits",265531,20152,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"757","Polk","Tequila",4764464,276985,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"758","Polk","Misc",5464019,302997,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"759","Polk","Schnapps",1859058,132832,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"760","Polk","Gin",1997056,137088,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"761","Pottawattamie","Rum",1333010,94084,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"762","Pottawattamie","Schnapps",489324,32581,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"763","Pottawattamie","Vodka",1952363,174938,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"764","Pottawattamie","Brandy",211829,12081,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"765","Pottawattamie","Gin",209504,15392,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"766","Pottawattamie","Tequila",680931,36452,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"767","Pottawattamie","Distilled Spirits",65922,6113,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"768","Pottawattamie","Whisky",3366132,191260,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"769","Pottawattamie","Misc",1008737,57186,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"770","Pottawattamie","Amaretto",48313,4665,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"771","Poweshiek","Brandy",32554,2520,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"772","Poweshiek","Schnapps",63570,4699,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"773","Poweshiek","Rum",182193,12971,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"774","Poweshiek","Amaretto",5463,551,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"775","Poweshiek","Misc",106197,5916,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"776","Poweshiek","Whisky",547662,34216,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"777","Poweshiek","Vodka",269660,25468,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"778","Poweshiek","Tequila",64016,4019,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"779","Poweshiek","Distilled Spirits",5441,279,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"780","Poweshiek","Gin",34843,2742,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"781","Ringgold","Vodka",24291,2493,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"782","Ringgold","Brandy",2324,220,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"783","Ringgold","Whisky",64896,4424,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"784","Ringgold","Gin",2131,203,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"785","Ringgold","Tequila",5716,418,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"786","Ringgold","Amaretto",1355,152,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"787","Ringgold","Misc",15809,1116,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"788","Ringgold","Distilled Spirits",798,42,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"789","Ringgold","Schnapps",9758,822,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
